1124,268
1124,276
1122,278
1120,278
1116,282
1114,282
1096,300
1096,302
1092,306
1092,308
1090,310
1090,312
1088,314
1088,316
1086,318
1086,320
1084,322
1084,324
1082,326
1082,328
1080,330
1080,332
1078,334
1078,336
1076,338
1076,340
1074,342
1074,344
1072,346
1072,360
1070,362
1070,364
1072,366
1072,380
1074,382
1074,396
1076,398
1076,466
1078,468
1078,476
1080,478
1080,484
1082,486
1082,490
1084,492
1084,498
1086,500
1086,510
1088,512
1088,520
1090,522
1090,532
1092,534
1092,584
1090,586
1090,602
1088,604
1088,610
1086,612
1086,618
1084,620
1084,628
1082,630
1082,636
1080,638
1080,644
1078,646
1078,652
1076,654
1076,662
1074,664
1074,668
1072,670
1072,674
1070,676
1070,680
1068,682
1068,684
1066,686
1066,688
1064,690
1064,692
1062,694
1062,696
1060,698
1060,702
1058,704
1058,710
1056,712
1056,720
1054,722
1054,726
1052,728
1052,730
1050,732
1044,732
1044,952
1050,952
1054,956
1054,958
1056,960
1056,962
1060,966
1060,968
1074,982
1074,984
1076,986
1078,986
1084,992
1086,992
1090,996
1090,1002
1186,1002
1186,996
1194,988
1196,988
1208,976
1208,974
1218,964
1218,962
1222,958
1222,956
1226,952
1226,948
1232,942
1232,940
1236,936
1236,934
1238,932
1238,930
1240,928
1240,924
1242,922
1242,920
1244,918
1244,916
1248,912
1248,910
1250,908
1250,906
1252,904
1252,902
1254,900
1254,896
1256,894
1256,890
1258,888
1258,880
1260,878
1260,872
1262,870
1262,866
1264,864
1264,860
1266,858
1266,856
1268,854
1268,850
1270,848
1270,844
1272,842
1272,834
1274,832
1274,816
1276,814
1276,800
1278,798
1278,778
1280,776
1280,688
1278,686
1278,674
1276,672
1276,662
1274,660
1274,652
1272,650
1272,646
1270,644
1270,638
1268,636
1268,632
1266,630
1266,622
1264,620
1264,616
1262,614
1262,606
1260,604
1260,598
1258,596
1258,582
1256,580
1256,564
1254,562
1254,542
1252,540
1252,484
1254,482
1254,410
1252,408
1252,386
1250,384
1250,374
1248,372
1248,366
1246,364
1246,358
1244,356
1244,340
1242,338
1242,330
1240,328
1240,326
1238,324
1238,320
1236,318
1236,316
1234,314
1234,312
1232,310
1232,308
1228,304
1228,302
1226,300
1226,298
1220,292
1220,290
1204,274
1204,268

