1117,280
1116,281
1114,283
1111,286
1107,290
1103,294
1100,298
1097,302
1094,305
1092,308
1090,311
1088,313
1087,315
1086,317
1085,319
1084,321
1083,323
1082,326
1081,328
1080,330
1079,332
1078,334
1077,336
1076,338
1075,341
1074,344
1073,348
1073,352
1072,357
1072,362
1072,368
1072,376
1073,385
1073,396
1074,409
1075,422
1076,436
1077,449
1078,460
1079,470
1080,477
1081,484
1082,489
1083,494
1084,499
1085,504
1086,509
1087,516
1088,524
1088,533
1089,543
1089,554
1089,566
1089,577
1088,587
1088,596
1087,604
1086,610
1085,616
1084,621
1083,625
1082,630
1081,634
1080,638
1079,643
1078,647
1077,651
1076,655
1075,659
1074,662
1073,666
1072,669
1071,672
1070,675
1069,678
1068,681
1067,683
1066,685
1065,687
1064,690
1063,692
1062,694
1061,697
1060,700
1059,703
1058,706
1057,710
1056,713
1055,717
1054,721
1053,726
1052,731
1051,738
1050,747
1048,758
1047,773
1046,790
1046,810
1045,830
1045,852
1046,873
1047,892
1048,910
1049,925
1051,937
1052,946
1054,953
1057,959
1059,963
1062,968
1065,972
1069,976
1072,980
1076,983
1079,986
1084,989
1088,991
1093,993
1099,995
1106,996
1114,998
1123,998
1133,999
1142,999
1152,998
1161,997
1169,995
1177,993
1185,990
1191,986
1197,982
1202,977
1207,973
1212,968
1215,963
1219,959
1222,955
1225,951
1227,947
1229,944
1231,941
1233,937
1235,935
1236,932
1238,929
1239,927
1240,924
1241,922
1242,920
1244,917
1245,915
1246,912
1247,910
1249,908
1250,905
1251,903
1252,900
1253,898
1254,895
1255,892
1256,888
1257,885
1258,881
1259,877
1260,874
1261,870
1262,867
1263,864
1264,861
1265,858
1266,855
1267,852
1268,849
1269,845
1270,841
1271,836
1272,830
1273,824
1274,817
1275,809
1275,801
1276,792
1277,783
1277,774
1278,765
1278,755
1278,746
1278,736
1278,727
1278,717
1278,708
1278,700
1277,692
1277,684
1276,678
1275,671
1275,665
1274,660
1273,655
1272,651
1271,647
1270,643
1269,639
1268,635
1267,631
1266,627
1265,623
1264,619
1263,615
1262,610
1261,606
1260,600
1259,594
1258,587
1257,579
1256,570
1255,558
1254,544
1254,527
1253,508
1253,487
1252,466
1252,445
1251,426
1251,409
1250,395
1249,384
1248,375
1247,368
1246,362
1245,356
1244,350
1243,345
1242,340
1241,335
1240,331
1239,327
1238,324
1237,321
1236,318
1235,316
1234,314
1233,311
1231,309
1230,306
1228,303
1226,300
1223,297
1220,293
1216,289
1211,285
1205,281
1199,278
1191,275
1184,272
1176,271
1168,270
1160,270
1153,270
1147,271
1142,271
1140,271
