epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,592.963,0.78849,0.37671,0.31461,0.58595,1.21009,0.99015,1,0.995,0.85519,0.96308,0.97297,0.97594,0.91623,0.64109,0.53975,0.0366,0.52918,1.05265,0.0015248,0.0015248,0.0015248
122,597.47,0.73281,0.38296,0.29119,0.61369,1.17493,0.99428,1,0.995,0.83052,0.97018,0.97297,0.97957,0.94344,0.70791,0.52727,0.03396,0.45239,1.07988,0.00152084,0.00152084,0.00152084
123,601.846,0.73104,0.43629,0.26452,0.55961,1.18625,0.99654,1,0.995,0.84087,0.97268,0.97297,0.98044,0.94776,0.67238,0.52003,0.02576,0.39534,1.06479,0.00151688,0.00151688,0.00151688
124,606.037,0.7955,0.44892,0.3298,0.58384,1.24755,0.99724,1,0.995,0.83837,0.95794,0.94595,0.95342,0.94697,0.67768,0.50351,0.02427,0.38191,1.03897,0.00151292,0.00151292,0.00151292
125,610.452,0.77738,0.39849,0.32901,0.55699,1.22952,0.99514,1,0.995,0.84418,0.97065,0.97297,0.97944,0.93758,0.68604,0.47414,0.02738,0.38466,1.04425,0.00150896,0.00150896,0.00150896
126,614.483,0.77105,0.38094,0.27675,0.57924,1.20155,0.9944,1,0.995,0.85248,0.96753,0.97297,0.97952,0.95216,0.659,0.52354,0.03601,0.4039,1.05258,0.001505,0.001505,0.001505
127,619.213,0.77614,0.30628,0.31288,0.57736,1.22169,0.99307,1,0.995,0.8655,0.96623,0.97297,0.97931,0.95433,0.61551,0.52319,0.03682,0.39748,1.03384,0.00150104,0.00150104,0.00150104
128,624.098,0.78855,0.31889,0.29687,0.59393,1.25557,0.99771,1,0.995,0.86629,0.97075,0.97297,0.97966,0.95438,0.58021,0.47394,0.03133,0.36664,1.00286,0.00149708,0.00149708,0.00149708
129,628.591,0.75746,0.43193,0.30579,0.59813,1.20118,0.99816,1,0.995,0.8655,0.97136,0.97297,0.98012,0.94621,0.604,0.46597,0.02623,0.3549,1.00849,0.00149312,0.00149312,0.00149312
130,633.198,0.68743,0.39956,0.29682,0.53896,1.15972,0.99825,1,0.995,0.86588,0.97127,0.97297,0.97863,0.95835,0.60132,0.43696,0.02092,0.36174,1.0187,0.00148916,0.00148916,0.00148916
131,642.881,0.72666,0.4452,0.29668,0.55449,1.17508,0.99824,1,0.995,0.86244,0.97127,0.97297,0.97825,0.96513,0.59507,0.41316,0.02202,0.37531,1.02251,0.0014852,0.0014852,0.0014852
132,647.651,0.65411,0.42553,0.29093,0.50216,1.12741,0.99802,1,0.995,0.85469,0.97101,0.97297,0.9773,0.94501,0.59679,0.45606,0.03032,0.35063,1.02764,0.00148124,0.00148124,0.00148124
133,651.684,0.75319,0.35292,0.27136,0.56873,1.19394,0.99793,1,0.995,0.86062,0.94399,0.94595,0.95529,0.90395,0.58702,0.61714,0.03374,0.36236,1.01729,0.00147728,0.00147728,0.00147728
134,655.717,0.74482,0.43351,0.2984,0.53488,1.19347,0.99798,1,0.995,0.86879,0.89006,0.89189,0.90675,0.81847,0.60116,1.14274,0.04305,0.35255,1.0205,0.00147332,0.00147332,0.00147332
135,660.101,0.69868,0.38992,0.30925,0.59178,1.16028,0.99658,1,0.995,0.86571,0.91578,0.91892,0.92253,0.85047,0.60998,0.79887,0.04253,0.36837,1.0188,0.00146936,0.00146936,0.00146936
136,664.194,0.69995,0.481,0.28791,0.52833,1.15042,0.99627,1,0.995,0.85242,0.94438,0.94595,0.94766,0.92866,0.61315,0.52729,0.03296,0.41169,1.01844,0.0014654,0.0014654,0.0014654
137,669.149,0.68977,0.26266,0.26644,0.53048,1.18001,0.99536,1,0.995,0.86441,0.96834,0.97297,0.97493,0.94706,0.59229,0.46151,0.02818,0.3974,1.01404,0.00146144,0.00146144,0.00146144
138,673.529,0.75895,0.3858,0.31209,0.54623,1.20262,0.99189,1,0.995,0.86527,0.96484,0.97297,0.97471,0.95144,0.6143,0.37267,0.02627,0.41421,1.01233,0.00145748,0.00145748,0.00145748
139,677.497,0.72548,0.3083,0.24913,0.51548,1.16064,0.99314,1,0.995,0.87195,0.9663,0.97297,0.97299,0.95056,0.59454,0.38497,0.02752,0.39833,1.01755,0.00145352,0.00145352,0.00145352
140,681.848,0.6917,0.36358,0.30758,0.54093,1.18011,0.99695,1,0.995,0.8578,0.97001,0.97297,0.97157,0.93854,0.61511,0.40116,0.02936,0.37126,1.02864,0.00144956,0.00144956,0.00144956
141,686.192,0.73263,0.36099,0.30799,0.58282,1.19334,0.9976,1,0.995,0.86189,0.97063,0.97297,0.97166,0.93851,0.61612,0.41624,0.02933,0.37351,1.02544,0.0014456,0.0014456,0.0014456
142,690.251,0.75047,0.34323,0.28266,0.56174,1.20451,0.99739,1,0.995,0.87583,0.97043,0.97297,0.9719,0.92143,0.56667,0.47946,0.02796,0.33878,1.00595,0.00144164,0.00144164,0.00144164
143,694.306,0.74818,0.27432,0.30262,0.59146,1.21319,0.99745,1,0.995,0.8651,0.97049,0.97297,0.97053,0.91977,0.5768,0.51393,0.02707,0.35995,1.01487,0.00143768,0.00143768,0.00143768
144,698.879,0.70368,0.36472,0.30904,0.5327,1.19752,0.99816,1,0.995,0.85682,0.97119,0.97297,0.95845,0.91245,0.6132,0.54177,0.02795,0.37938,1.02556,0.00143372,0.00143372,0.00143372
145,703.027,0.74617,0.32137,0.26619,0.54902,1.16111,0.99815,1,0.995,0.85904,0.97117,0.97297,0.96025,0.93403,0.6213,0.46708,0.03035,0.3787,1.03737,0.00142976,0.00142976,0.00142976
146,711.658,0.74829,0.28596,0.29742,0.56995,1.17867,0.99818,1,0.995,0.85838,0.97117,0.97297,0.96265,0.94271,0.61581,0.45826,0.03952,0.37723,1.04003,0.0014258,0.0014258,0.0014258
147,715.839,0.72216,0.35748,0.28461,0.54837,1.1824,0.99815,1,0.995,0.85946,0.97118,0.97297,0.96113,0.92764,0.61968,0.48467,0.04816,0.37912,1.02951,0.00142184,0.00142184,0.00142184
148,722.871,0.75841,0.28598,0.27341,0.56266,1.24635,0.99846,1,0.995,0.85134,0.97147,0.97297,0.96286,0.8579,0.63953,0.67094,0.06897,0.36408,1.02981,0.00141788,0.00141788,0.00141788
149,727.31,0.72834,0.30647,0.24063,0.52117,1.16035,0.99843,1,0.995,0.85532,0.97144,0.97297,0.96822,0.86037,0.63956,0.67062,0.05606,0.3669,1.03446,0.00141392,0.00141392,0.00141392
150,731.786,0.80846,0.39627,0.28122,0.62128,1.28062,0.9959,1,0.995,0.85814,0.96899,0.97297,0.97194,0.96401,0.61239,0.38814,0.02746,0.36191,1.04493,0.00140996,0.00140996,0.00140996
151,736.316,0.69587,0.38312,0.29947,0.52814,1.20028,0.99551,1,0.995,0.85565,0.94143,0.94595,0.9158,0.88106,0.59499,0.59725,0.02861,0.35938,1.02899,0.001406,0.001406,0.001406
152,740.741,0.74981,0.2751,0.30943,0.54387,1.22566,0.98884,1,0.995,0.84131,0.93539,0.94595,0.92651,0.8921,0.63701,0.59885,0.04065,0.37544,1.02419,0.00140204,0.00140204,0.00140204
153,744.994,0.67935,0.38027,0.29337,0.52382,1.14911,0.99268,1,0.995,0.85058,0.96585,0.97297,0.97194,0.93722,0.61094,0.39525,0.03832,0.36723,1.01572,0.00139808,0.00139808,0.00139808
154,749.329,0.7291,0.3917,0.24537,0.5167,1.15371,0.99541,1,0.995,0.83321,0.96851,0.97297,0.97471,0.96043,0.60141,0.3475,0.03944,0.3803,1.03208,0.00139412,0.00139412,0.00139412
155,753.75,0.77544,0.32048,0.28125,0.60115,1.25681,0.99635,1,0.995,0.82941,0.96942,0.97297,0.97602,0.96869,0.60738,0.3468,0.03772,0.41399,1.03391,0.00139016,0.00139016,0.00139016
156,757.833,0.66565,0.39942,0.26431,0.48858,1.14124,0.99759,1,0.995,0.85624,0.97058,0.97297,0.975,0.975,0.62184,0.35357,0.0354,0.40162,1.02712,0.0013862,0.0013862,0.0013862
157,762.645,0.63588,0.32242,0.33838,0.50419,1.12206,0.98941,1,0.995,0.84403,0.96511,0.97297,0.9761,0.9761,0.62145,0.35912,0.03261,0.39266,1.02519,0.00138224,0.00138224,0.00138224
158,767.135,0.67861,0.33816,0.26525,0.54511,1.1508,0.98881,1,0.995,0.84728,0.96782,0.97297,0.9775,0.96658,0.61201,0.38804,0.02846,0.37659,1.02102,0.00137828,0.00137828,0.00137828
159,771.182,0.6651,0.31358,0.28099,0.53401,1.16026,0.98587,1,0.995,0.85559,0.96911,0.97297,0.97758,0.9667,0.59803,0.39778,0.02797,0.36032,1.00983,0.00137432,0.00137432,0.00137432
160,775.89,0.67819,0.33012,0.25795,0.5026,1.15689,0.99375,1,0.995,0.85991,0.97823,0.97297,0.97714,0.95595,0.60414,0.43206,0.03005,0.35603,1.00795,0.00137036,0.00137036,0.00137036
161,780.16,0.70131,0.43629,0.27925,0.52145,1.12788,0.99351,1,0.995,0.87166,0.94119,0.91892,0.91716,0.83226,0.60306,0.76306,0.05105,0.38427,1.00611,0.0013664,0.0013664,0.0013664
162,784.226,0.64179,0.31549,0.25001,0.50436,1.11882,0.98179,1,0.995,0.86228,0.97258,0.9588,0.97576,0.86649,0.59158,0.66535,0.03628,0.39884,1.02341,0.00136244,0.00136244,0.00136244
163,789.295,0.66755,0.43889,0.26728,0.51971,1.17042,1,0.98077,0.995,0.85114,0.97233,0.94988,0.9759,0.91728,0.61349,0.46605,0.02883,0.42349,1.04454,0.00135848,0.00135848,0.00135848
164,793.598,0.67965,0.35491,0.23414,0.50137,1.15755,0.98873,0.97297,0.99397,0.83786,0.94507,0.93019,0.94831,0.84121,0.63872,0.89017,0.02286,0.51686,1.0427,0.00135452,0.00135452,0.00135452
165,797.638,0.66013,0.31562,0.24666,0.50049,1.12885,0.97513,0.97297,0.99447,0.85175,0.94544,0.93681,0.94652,0.92358,0.62347,0.64438,0.0205,0.46288,1.02923,0.00135056,0.00135056,0.00135056
166,802.152,0.61881,0.31131,0.28362,0.46921,1.10398,1,0.99204,0.995,0.86175,0.96455,0.94595,0.9506,0.94727,0.59672,0.60008,0.01974,0.38713,1.02419,0.0013466,0.0013466,0.0013466
167,806.374,0.69538,0.31887,0.27558,0.50282,1.17656,0.99518,1,0.995,0.84655,0.96666,0.94595,0.95233,0.94896,0.60396,0.5692,0.02012,0.36882,1.03423,0.00134264,0.00134264,0.00134264
168,810.479,0.72986,0.29358,0.29517,0.52625,1.1811,0.998,1,0.995,0.865,0.97103,0.97297,0.97517,0.9422,0.60141,0.54308,0.02268,0.3688,1.0446,0.00133868,0.00133868,0.00133868
169,815.091,0.66595,0.39717,0.25598,0.49952,1.12395,0.9983,1,0.995,0.85624,0.97132,0.97297,0.97505,0.95079,0.62145,0.51303,0.02117,0.3585,1.04947,0.00133472,0.00133472,0.00133472
170,819.403,0.7036,0.30488,0.26542,0.53497,1.15011,0.9982,1,0.995,0.85929,0.97123,0.97297,0.97921,0.9674,0.61713,0.41274,0.01786,0.31399,1.06016,0.00133076,0.00133076,0.00133076
171,823.466,0.73967,0.33073,0.29241,0.55,1.19647,0.99816,1,0.995,0.86977,0.97118,0.97297,0.98073,0.96155,0.58008,0.43662,0.01889,0.30939,1.04774,0.0013268,0.0013268,0.0013268
172,828.475,0.65316,0.4079,0.23635,0.48694,1.15117,0.99814,1,0.995,0.86393,0.94407,0.94595,0.93626,0.91281,0.57385,0.65959,0.02579,0.32892,1.03002,0.00132284,0.00132284,0.00132284
173,832.558,0.70612,0.28304,0.31431,0.5283,1.20237,0.99761,1,0.995,0.86191,0.94363,0.94595,0.94458,0.89791,0.593,0.8422,0.0255,0.32806,1.02993,0.00131888,0.00131888,0.00131888
174,836.612,0.67388,0.22731,0.23219,0.50168,1.14969,0.99147,1,0.995,0.86262,0.96467,0.97297,0.97561,0.93635,0.59919,0.60992,0.02122,0.33172,1.01798,0.00131492,0.00131492,0.00131492
175,841.47,0.63933,0.30769,0.22342,0.50127,1.12052,0.99032,1,0.995,0.8683,0.96332,0.97297,0.97574,0.94867,0.58966,0.4957,0.01902,0.32294,1.01504,0.00131096,0.00131096,0.00131096
176,845.691,0.6869,0.35958,0.3235,0.48702,1.17796,0.99132,1,0.995,0.85742,0.96431,0.97297,0.97542,0.9375,0.59642,0.46323,0.01948,0.32025,1.03252,0.001307,0.001307,0.001307
177,849.783,0.5926,0.30713,0.20192,0.46841,1.10401,0.99267,1,0.995,0.86063,0.93882,0.94595,0.93625,0.90501,0.62155,0.63206,0.02252,0.33989,1.04176,0.00130304,0.00130304,0.00130304
178,854.292,0.68444,0.2524,0.27915,0.51742,1.1655,0.9936,1,0.995,0.85416,0.91291,0.91892,0.89196,0.81238,0.64096,1.03948,0.02584,0.35913,1.03688,0.00129908,0.00129908,0.00129908
179,858.503,0.72775,0.38552,0.28681,0.53721,1.2137,0.99428,1,0.995,0.8505,0.94054,0.94595,0.92414,0.85097,0.62869,0.88891,0.02654,0.3635,1.0307,0.00129512,0.00129512,0.00129512
180,862.622,0.71928,0.29153,0.28198,0.54637,1.18726,0.9978,1,0.995,0.86217,0.97083,0.97297,0.97205,0.90907,0.59276,0.59236,0.03247,0.36693,1.02498,0.00129116,0.00129116,0.00129116
181,867.151,0.62955,0.31037,0.24487,0.51905,1.13796,0.99809,1,0.995,0.86882,0.97111,0.97297,0.97359,0.92814,0.59257,0.52534,0.03611,0.35146,1.02615,0.0012872,0.0012872,0.0012872
182,871.453,0.71419,0.26698,0.23353,0.53238,1.1474,0.99841,1,0.995,0.87105,0.97142,0.97297,0.97499,0.96633,0.59837,0.3761,0.0341,0.32802,1.02119,0.00128324,0.00128324,0.00128324
183,880.97,0.64602,0.25399,0.21814,0.49354,1.12168,0.99839,1,0.995,0.86494,0.97141,0.97297,0.97615,0.95831,0.61761,0.36447,0.02921,0.33173,1.02315,0.00127928,0.00127928,0.00127928
184,885.091,0.67305,0.41476,0.23532,0.5069,1.15787,0.99822,1,0.995,0.85094,0.97125,0.97297,0.9761,0.94674,0.63193,0.46024,0.0229,0.32553,1.03092,0.00127532,0.00127532,0.00127532
185,889.23,0.63544,0.24485,0.21369,0.48955,1.12979,0.9982,1,0.995,0.86308,0.97123,0.97297,0.97627,0.93189,0.6037,0.5519,0.02257,0.31763,1.0268,0.00127136,0.00127136,0.00127136
186,893.745,0.62258,0.4825,0.25447,0.48461,1.12477,0.99829,1,0.995,0.85982,0.97131,0.97297,0.97627,0.90184,0.6101,0.83802,0.02645,0.31939,1.03572,0.0012674,0.0012674,0.0012674
187,897.833,0.6626,0.27152,0.26868,0.51518,1.1294,0.99842,1,0.995,0.86392,0.86965,0.86486,0.87287,0.842,0.60625,1.02628,0.03455,0.32997,1.02702,0.00126344,0.00126344,0.00126344
188,902.214,0.79879,0.25464,0.28594,0.5977,1.25467,0.99842,1,0.995,0.86816,0.85373,0.83784,0.82093,0.80075,0.61792,1.24973,0.07538,0.35356,1.02333,0.00125948,0.00125948,0.00125948
189,906.731,0.69182,0.33504,0.27571,0.52418,1.18121,0.99849,1,0.995,0.85985,0.88151,0.86486,0.87442,0.82927,0.61406,1.22118,0.09149,0.34987,1.02317,0.00125552,0.00125552,0.00125552
190,910.781,0.69887,0.23018,0.22617,0.53791,1.19215,0.998,1,0.995,0.8761,0.9169,0.91892,0.90832,0.85904,0.60201,0.89868,0.0832,0.32757,1.01405,0.00125156,0.00125156,0.00125156
191,915.098,0.75868,0.23349,0.24573,0.54871,1.22673,0.9981,1,0.995,0.87175,0.9441,0.94595,0.93406,0.91785,0.59067,0.49867,0.0461,0.32177,1.00773,0.0012476,0.0012476,0.0012476
192,919.733,0.66204,0.28839,0.24791,0.50488,1.12727,0.99731,1,0.995,0.86376,0.97025,0.97297,0.97452,0.9708,0.58077,0.28946,0.02396,0.33421,1.00686,0.00124364,0.00124364,0.00124364
193,923.81,0.65337,0.26423,0.25077,0.52818,1.139,0.99676,1,0.995,0.86816,0.9697,0.97297,0.96642,0.96339,0.57426,0.29489,0.02101,0.33115,1.00964,0.00123968,0.00123968,0.00123968
194,928.054,0.69916,0.33029,0.25921,0.55415,1.17461,0.99607,1,0.995,0.88177,0.96903,0.97297,0.96988,0.96117,0.57153,0.34472,0.02178,0.32415,1.01257,0.00123572,0.00123572,0.00123572
195,933.124,0.6804,0.26032,0.23116,0.52256,1.14408,0.9967,1,0.995,0.88523,0.96977,0.97297,0.95935,0.93603,0.55828,0.38263,0.02514,0.32776,1.00865,0.00123176,0.00123176,0.00123176
196,938.091,0.65073,0.40426,0.23373,0.49,1.12983,0.99828,1,0.995,0.87273,0.9713,0.97297,0.95197,0.89685,0.56978,0.47509,0.02737,0.33274,1.01088,0.0012278,0.0012278,0.0012278
197,942.14,0.68668,0.28615,0.24154,0.54251,1.14995,0.99826,1,0.995,0.86743,0.97128,0.97297,0.95367,0.87171,0.58651,0.56723,0.02494,0.33781,1.01962,0.00122384,0.00122384,0.00122384
198,946.954,0.62503,0.17594,0.24833,0.48137,1.13928,0.9957,1,0.995,0.87128,0.96879,0.97297,0.9543,0.89569,0.59193,0.54574,0.01948,0.33487,1.02078,0.00121988,0.00121988,0.00121988
199,950.943,0.72388,0.29478,0.25655,0.50254,1.17323,0.99569,1,0.995,0.86709,0.96878,0.97297,0.95367,0.91587,0.60142,0.47751,0.01985,0.35322,1.01452,0.00121592,0.00121592,0.00121592
200,955.453,0.66279,0.28011,0.25327,0.50928,1.12978,0.99571,1,0.995,0.87269,0.94178,0.94595,0.91978,0.89486,0.6218,0.52879,0.01548,0.37972,1.01172,0.00121196,0.00121196,0.00121196
201,959.867,0.63212,0.26439,0.23935,0.48682,1.10337,0.99694,1,0.995,0.86385,0.94305,0.94595,0.92707,0.88035,0.62912,0.56296,0.01306,0.37197,1.01794,0.001208,0.001208,0.001208
202,963.982,0.69175,0.26382,0.28384,0.52966,1.16476,0.99707,1,0.995,0.85928,0.91623,0.91892,0.88985,0.85291,0.62839,0.7798,0.01351,0.36047,1.02541,0.00120404,0.00120404,0.00120404
203,970.764,0.63731,0.23169,0.25897,0.50523,1.12672,0.99447,1,0.995,0.86842,0.94072,0.94595,0.92996,0.88293,0.62395,0.63649,0.01404,0.34253,1.02566,0.00120008,0.00120008,0.00120008
204,975.174,0.66932,0.2535,0.23386,0.48908,1.14608,0.98955,1,0.995,0.8788,0.93713,0.94595,0.93032,0.91631,0.62838,0.49757,0.01498,0.36015,1.03066,0.00119612,0.00119612,0.00119612
205,979.427,0.65121,0.24717,0.25069,0.48639,1.14928,0.98928,1,0.995,0.87625,0.96255,0.97297,0.95668,0.90976,0.64868,0.48418,0.01364,0.36738,1.04203,0.00119216,0.00119216,0.00119216
206,989.035,0.64385,0.26006,0.22257,0.47039,1.12074,0.99076,1,0.995,0.87054,0.96398,0.97297,0.95669,0.87824,0.62665,0.52381,0.01142,0.35186,1.0421,0.0011882,0.0011882,0.0011882
207,993,0.59858,0.2227,0.24277,0.45868,1.13217,0.99249,1,0.995,0.86576,0.96567,0.97297,0.9577,0.87828,0.61692,0.5402,0.01124,0.34369,1.0414,0.00118424,0.00118424,0.00118424
208,997.472,0.64633,0.28414,0.21622,0.49475,1.13303,0.99413,1,0.995,0.87463,0.96726,0.97297,0.96205,0.93688,0.58981,0.43773,0.01153,0.34661,1.01501,0.00118028,0.00118028,0.00118028
209,1001.6,0.62351,0.19253,0.24467,0.4879,1.08993,0.99632,1,0.995,0.89078,0.96939,0.97297,0.96523,0.95099,0.58257,0.36527,0.0121,0.33277,1.01848,0.00117632,0.00117632,0.00117632
210,1005.79,0.61933,0.34736,0.18396,0.46114,1.09051,0.99825,1,0.995,0.87288,0.97127,0.97297,0.96682,0.95383,0.563,0.34968,0.01294,0.32531,1.02179,0.00117236,0.00117236,0.00117236
211,1010.28,0.61057,0.15744,0.24947,0.48506,1.09957,0.99833,1,0.995,0.86886,0.97135,0.97297,0.97128,0.9522,0.56953,0.38803,0.01347,0.33002,1.02768,0.0011684,0.0011684,0.0011684
212,1014.4,0.56204,0.15864,0.24619,0.42117,1.09141,0.99838,1,0.995,0.8728,0.94441,0.94595,0.94672,0.91871,0.57237,0.43639,0.01498,0.32307,1.01743,0.00116444,0.00116444,0.00116444
213,1022.27,0.63267,0.22106,0.21722,0.46638,1.15185,0.99843,1,0.995,0.88046,0.94446,0.94595,0.94935,0.89639,0.57654,0.57298,0.01642,0.31547,1.01263,0.00116048,0.00116048,0.00116048
214,1027.28,0.64259,0.35258,0.28138,0.49214,1.11195,0.99843,1,0.995,0.87838,0.91747,0.91892,0.91768,0.89044,0.56848,0.75937,0.02329,0.32156,1.00476,0.00115652,0.00115652,0.00115652
215,1031.36,0.62171,0.2298,0.22178,0.4779,1.11666,0.99848,1,0.995,0.88089,0.97149,0.97297,0.96891,0.90523,0.56281,0.65482,0.02447,0.32112,1.00375,0.00115256,0.00115256,0.00115256
216,1035.88,0.58928,0.21557,0.22578,0.46622,1.10046,0.99849,1,0.995,0.89112,0.9715,0.97297,0.96415,0.95884,0.54788,0.35763,0.02148,0.30711,0.99674,0.0011486,0.0011486,0.0011486
217,1040.54,0.62571,0.3053,0.22312,0.46296,1.10342,0.99841,1,0.995,0.87949,0.97143,0.97297,0.96461,0.95643,0.54534,0.35147,0.01947,0.30971,0.9904,0.00114464,0.00114464,0.00114464
218,1044.57,0.64339,0.20662,0.23904,0.51291,1.12614,0.99814,1,0.995,0.8741,0.97117,0.97297,0.96495,0.95891,0.56353,0.3115,0.02066,0.3252,0.99559,0.00114068,0.00114068,0.00114068
219,1049.73,0.70245,0.24743,0.24991,0.51103,1.1771,0.99817,1,0.995,0.86059,0.97119,0.97297,0.96435,0.96196,0.57171,0.29462,0.02216,0.32914,0.99892,0.00113672,0.00113672,0.00113672
220,1053.84,0.60479,0.30109,0.21962,0.47018,1.09357,0.99834,1,0.995,0.87103,0.97136,0.97297,0.96261,0.96261,0.56758,0.31509,0.02667,0.32596,1.00473,0.00113276,0.00113276,0.00113276
221,1057.93,0.63731,0.2453,0.2486,0.50565,1.15579,0.99837,1,0.995,0.87843,0.97139,0.97297,0.96186,0.95393,0.57077,0.3528,0.02986,0.32666,1.00915,0.0011288,0.0011288,0.0011288
222,1062.97,0.61671,0.23215,0.21748,0.48107,1.10678,0.9954,1,0.995,0.85943,0.9685,0.97297,0.95659,0.92747,0.60018,0.41666,0.03133,0.33631,1.01498,0.00112484,0.00112484,0.00112484
223,1067.04,0.64528,0.24416,0.21129,0.46032,1.1184,0.9921,1,0.995,0.86042,0.96529,0.97297,0.95735,0.94415,0.61028,0.36026,0.03091,0.33503,1.01809,0.00112088,0.00112088,0.00112088
224,1071.12,0.64734,0.22133,0.21269,0.49148,1.11774,0.99564,1,0.995,0.8456,0.96861,0.97297,0.97522,0.93404,0.63562,0.48023,0.02606,0.34121,1.03496,0.00111692,0.00111692,0.00111692
225,1075.85,0.70405,0.27317,0.21779,0.5358,1.19406,0.99792,1,0.995,0.8462,0.99792,1,0.995,0.95216,0.632,0.31598,0.02506,0.3355,1.03586,0.00111296,0.00111296,0.00111296
226,1079.95,0.67537,0.33691,0.26488,0.48945,1.14355,0.99845,1,0.995,0.86011,0.97146,0.97297,0.97243,0.94083,0.58959,0.47379,0.02167,0.32378,1.01435,0.001109,0.001109,0.001109
227,1083.99,0.59868,0.20013,0.2114,0.47498,1.09163,0.99832,1,0.995,0.86007,0.94436,0.94595,0.94275,0.91861,0.58553,0.59825,0.01654,0.32069,1.01376,0.00110504,0.00110504,0.00110504
228,1089.06,0.67402,0.1915,0.21465,0.53241,1.1677,0.99772,1,0.995,0.86264,0.94379,0.94595,0.94782,0.93912,0.61148,0.58185,0.01292,0.34187,1.02175,0.00110108,0.00110108,0.00110108
229,1093.16,0.70638,0.21817,0.23172,0.52952,1.18002,0.9978,1,0.995,0.86401,0.97083,0.97297,0.97601,0.95075,0.60165,0.48242,0.01523,0.33737,1.02155,0.00109712,0.00109712,0.00109712
230,1097.28,0.61849,0.2082,0.25151,0.45591,1.12782,0.99838,1,0.995,0.87264,0.97136,0.97297,0.97971,0.96316,0.60022,0.39292,0.03316,0.31693,1.0286,0.00109316,0.00109316,0.00109316
231,1102.31,0.67357,0.25331,0.24325,0.47051,1.16368,0.9983,1,0.995,0.86446,0.97132,0.97297,0.98002,0.96546,0.60525,0.37124,0.04438,0.32249,1.03687,0.0010892,0.0010892,0.0010892
232,1106.45,0.69653,0.20456,0.24689,0.5166,1.16775,0.99825,1,0.995,0.86414,0.97124,0.97297,0.98053,0.96324,0.59853,0.40226,0.04297,0.33362,1.03074,0.00108524,0.00108524,0.00108524
233,1110.49,0.66012,0.19592,0.24121,0.49046,1.14947,0.99825,1,0.995,0.85918,0.94425,0.94595,0.9582,0.94755,0.59673,0.51347,0.03821,0.33163,1.02976,0.00108128,0.00108128,0.00108128
234,1115.51,0.69885,0.269,0.22717,0.48204,1.16701,0.99812,1,0.995,0.87799,0.94417,0.94595,0.95388,0.94119,0.57313,0.52619,0.03143,0.32513,1.02482,0.00107732,0.00107732,0.00107732
235,1119.62,0.61123,0.37208,0.21302,0.44294,1.10342,0.99825,1,0.995,0.86564,0.94429,0.94595,0.95247,0.94489,0.57321,0.49468,0.02944,0.33399,1.02883,0.00107336,0.00107336,0.00107336
236,1123.75,0.62037,0.28227,0.2421,0.45996,1.07989,0.99814,1,0.995,0.8525,0.94419,0.94595,0.94568,0.92701,0.61024,0.66238,0.03627,0.34753,1.05045,0.0010694,0.0010694,0.0010694
237,1128.3,0.6068,0.20058,0.21499,0.4364,1.09604,0.99814,1,0.995,0.84983,0.94418,0.94595,0.93922,0.87291,0.6156,0.84028,0.04744,0.34876,1.04318,0.00106544,0.00106544,0.00106544
238,1132.79,0.64391,0.1797,0.20431,0.49034,1.12313,0.99785,1,0.995,0.85635,0.88993,0.89189,0.82821,0.77094,0.60714,1.02069,0.04896,0.38307,1.02588,0.00106148,0.00106148,0.00106148
239,1136.85,0.6044,0.16062,0.18738,0.47056,1.09684,0.99767,1,0.995,0.85019,0.8897,0.89189,0.83152,0.74542,0.62553,1.05591,0.04334,0.3882,1.03045,0.00105752,0.00105752,0.00105752
240,1142.37,0.5899,0.22684,0.22064,0.44573,1.0936,0.99785,1,0.995,0.85444,0.91818,0.91892,0.89292,0.88517,0.61623,0.75931,0.02592,0.35876,1.03503,0.00105356,0.00105356,0.00105356
241,1148.17,0.6052,0.27061,0.19601,0.43992,1.09089,0.99848,1,0.995,0.86054,0.91852,0.91892,0.90718,0.9055,0.6024,0.68132,0.01472,0.33914,1.02688,0.0010496,0.0010496,0.0010496
242,1152.81,0.58188,0.19586,0.20315,0.43339,1.07689,0.99807,1,0.995,0.86261,0.94412,0.94595,0.94165,0.93775,0.5704,0.49246,0.01483,0.33364,1.01036,0.00104564,0.00104564,0.00104564
243,1157.01,0.66934,0.27722,0.21016,0.49091,1.13718,0.99787,1,0.995,0.86813,0.91697,0.91892,0.92084,0.91267,0.56938,0.58177,0.01464,0.33291,1.01386,0.00104168,0.00104168,0.00104168
244,1162.3,0.57966,0.23702,0.19131,0.45404,1.07347,0.99769,1,0.995,0.88233,0.91676,0.91892,0.92831,0.88216,0.58108,0.82133,0.01429,0.31516,1.02024,0.00103772,0.00103772,0.00103772
245,1166.71,0.634,0.18153,0.21307,0.47833,1.13245,0.99792,1,0.995,0.88019,0.87127,0.9147,0.89362,0.84586,0.58561,0.9565,0.01323,0.31024,1.02245,0.00103376,0.00103376,0.00103376
