epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
246,1171.55,0.60937,0.29507,0.21893,0.45584,1.11166,0.99829,1,0.995,0.88597,0.94433,0.94595,0.92491,0.83495,0.56924,0.79462,0.01171,0.305,1.00786,0.0010298,0.0010298,0.0010298
247,1175.64,0.66957,0.19662,0.24357,0.50016,1.16049,0.99827,1,0.995,0.8696,0.94431,0.94595,0.92387,0.91456,0.57976,0.49142,0.01206,0.29937,1.00602,0.00102584,0.00102584,0.00102584
248,1181.07,0.67136,0.20645,0.21628,0.50899,1.17075,0.99846,1,0.995,0.88743,0.97148,0.97297,0.96593,0.95638,0.59243,0.34837,0.01528,0.30154,1.01345,0.00102188,0.00102188,0.00102188
249,1185.27,0.58143,0.18463,0.18099,0.44809,1.09424,0.99842,1,0.995,0.87895,0.97144,0.97297,0.96512,0.95937,0.58792,0.32657,0.01534,0.29912,1.01848,0.00101792,0.00101792,0.00101792
250,1189.82,0.64572,0.19752,0.22854,0.47613,1.13829,0.99845,1,0.995,0.8743,0.97147,0.97297,0.96478,0.96212,0.6033,0.28966,0.01622,0.30356,1.02858,0.00101396,0.00101396,0.00101396
251,1194.21,0.65804,0.29103,0.20901,0.50439,1.16378,0.99845,1,0.995,0.86917,0.97147,0.97297,0.96354,0.96067,0.60965,0.28872,0.01645,0.30431,1.02557,0.00101,0.00101,0.00101
252,1199.35,0.63008,0.21541,0.20022,0.47316,1.14698,0.99842,1,0.995,0.87052,0.97144,0.97297,0.96435,0.96435,0.6315,0.31878,0.02063,0.33555,1.0238,0.00100604,0.00100604,0.00100604
253,1205.55,0.63662,0.24536,0.24891,0.47918,1.08993,0.9984,1,0.995,0.86554,0.97142,0.97297,0.96847,0.96466,0.62423,0.31352,0.02092,0.33541,1.02504,0.00100208,0.00100208,0.00100208
254,1209.6,0.62323,0.24566,0.22299,0.47039,1.12326,0.99673,1,0.995,0.86878,0.96979,0.97297,0.96662,0.96662,0.60431,0.31427,0.02287,0.32753,1.03189,0.00099812,0.00099812,0.00099812
255,1213.91,0.65536,0.1653,0.29307,0.47019,1.17376,0.99563,1,0.995,0.87307,0.96872,0.97297,0.96889,0.96297,0.59208,0.32261,0.02547,0.33009,1.03217,0.00099416,0.00099416,0.00099416
256,1218.41,0.62255,0.32728,0.21224,0.4657,1.10501,0.99269,1,0.995,0.87292,0.96565,0.97297,0.97025,0.96388,0.56594,0.3262,0.033,0.31525,1.01713,0.0009902,0.0009902,0.0009902
257,1224.54,0.63222,0.33555,0.20125,0.46223,1.09528,0.99286,1,0.995,0.8827,0.9658,0.97297,0.96673,0.96342,0.55689,0.30897,0.03323,0.3069,1.01417,0.00098624,0.00098624,0.00098624
258,1229.12,0.59955,0.20697,0.20373,0.45262,1.11578,0.99469,1,0.995,0.86044,0.9677,0.97297,0.96274,0.95959,0.57023,0.29596,0.02751,0.31531,1.02951,0.00098228,0.00098228,0.00098228
259,1233.92,0.59503,0.28444,0.19147,0.46895,1.11223,0.99745,1,0.995,0.86235,0.97049,0.97297,0.96343,0.96066,0.57479,0.30133,0.02523,0.31977,1.02827,0.00097832,0.00097832,0.00097832
260,1238.02,0.60215,0.25408,0.19198,0.47055,1.08755,0.99854,1,0.995,0.86618,0.97156,0.97297,0.96637,0.96131,0.56082,0.3187,0.02258,0.30302,1.0216,0.00097436,0.00097436,0.00097436
261,1244.17,0.53522,0.29468,0.21837,0.41377,1.05017,0.99854,1,0.995,0.863,0.97152,0.97297,0.96876,0.96643,0.56714,0.32695,0.02147,0.30784,1.02276,0.0009704,0.0009704,0.0009704
262,1248.41,0.68408,0.21593,0.22304,0.49034,1.16511,0.99853,1,0.995,0.87567,0.97154,0.97297,0.96877,0.95908,0.56469,0.34895,0.02087,0.31573,1.0231,0.00096644,0.00096644,0.00096644
263,1253.22,0.5506,0.14233,0.20609,0.42374,1.04733,0.99852,1,0.995,0.87666,0.97154,0.97297,0.9704,0.96111,0.57447,0.36702,0.0204,0.30612,1.02982,0.00096248,0.00096248,0.00096248
264,1257.67,0.59607,0.15842,0.18751,0.43155,1.09364,0.99822,1,0.995,0.87234,0.9712,0.97297,0.97308,0.9595,0.58321,0.35641,0.01688,0.30834,1.02232,0.00095852,0.00095852,0.00095852
265,1262.93,0.65872,0.19166,0.24285,0.48297,1.18595,0.99722,1,0.995,0.87526,0.97027,0.97297,0.97757,0.94869,0.58632,0.38414,0.01599,0.3273,1.01716,0.00095456,0.00095456,0.00095456
266,1267.41,0.6017,0.2076,0.22121,0.43394,1.08638,0.99664,1,0.995,0.86919,0.96971,0.97297,0.97654,0.97043,0.58825,0.3039,0.01502,0.34139,1.01761,0.0009506,0.0009506,0.0009506
267,1274.19,0.59146,0.3036,0.19546,0.44463,1.07911,0.99763,1,0.995,0.86871,0.97066,0.97297,0.97692,0.97442,0.58499,0.30704,0.01531,0.33512,1.01748,0.00094664,0.00094664,0.00094664
268,1278.65,0.62967,0.23277,0.19808,0.52174,1.11534,0.99821,1,0.995,0.87425,0.97123,0.97297,0.97971,0.97482,0.56779,0.37862,0.01369,0.31655,1.0173,0.00094268,0.00094268,0.00094268
269,1283.74,0.58032,0.17686,0.1783,0.4137,1.09322,0.99789,1,0.995,0.88231,0.97092,0.97297,0.98035,0.96517,0.55918,0.42823,0.01223,0.31116,1.01707,0.00093872,0.00093872,0.00093872
270,1287.87,0.59451,0.23394,0.21888,0.42006,1.09285,0.9964,1,0.995,0.87206,0.94254,0.94595,0.95892,0.95388,0.54724,0.48967,0.01214,0.30221,1.01033,0.00093476,0.00093476,0.00093476
271,1292.28,0.5787,0.16439,0.19044,0.44098,1.06092,0.99695,1,0.995,0.87663,0.94306,0.94595,0.95755,0.9456,0.53592,0.5452,0.01159,0.29738,1.01111,0.0009308,0.0009308,0.0009308
272,1296.55,0.57982,0.21579,0.20686,0.43532,1.06835,0.99784,1,0.995,0.88367,0.91693,0.91892,0.92559,0.9207,0.54025,0.71131,0.01116,0.30043,1.02301,0.00092684,0.00092684,0.00092684
273,1300.67,0.61424,0.21324,0.19176,0.45316,1.1358,0.99809,1,0.995,0.8828,0.91717,0.91892,0.91928,0.91653,0.54519,0.71663,0.01288,0.30474,1.02172,0.00092288,0.00092288,0.00092288
274,1305.16,0.6034,0.22452,0.22365,0.44876,1.11602,0.99727,1,0.995,0.88277,0.91641,0.91892,0.91293,0.91293,0.55092,0.7095,0.02063,0.31194,1.01734,0.00091892,0.00091892,0.00091892
275,1309.34,0.58108,0.21957,0.16799,0.44068,1.102,0.99733,1,0.995,0.87857,0.91642,0.91892,0.90564,0.90564,0.54549,0.70092,0.02403,0.31053,1.01447,0.00091496,0.00091496,0.00091496
276,1313.67,0.64187,0.17815,0.21734,0.45241,1.13388,0.99717,1,0.995,0.88135,0.91627,0.91892,0.89053,0.88851,0.5412,0.68573,0.02988,0.30089,1.0029,0.000911,0.000911,0.000911
277,1318.17,0.66655,0.19047,0.20998,0.47962,1.1396,0.99721,1,0.995,0.87404,0.9163,0.91892,0.89448,0.89146,0.54014,0.66311,0.03051,0.30219,0.99705,0.00090704,0.00090704,0.00090704
278,1322.42,0.6258,0.24711,0.1994,0.4644,1.1252,0.99805,1,0.995,0.87213,0.91709,0.91892,0.89486,0.89486,0.55145,0.56263,0.02611,0.29267,0.99706,0.00090308,0.00090308,0.00090308
279,1326.51,0.61669,0.15971,0.19482,0.42394,1.10804,0.99793,1,0.995,0.86938,0.94395,0.94595,0.93591,0.93591,0.54443,0.41397,0.02626,0.30445,0.98875,0.00089912,0.00089912,0.00089912
280,1331.04,0.60104,0.19083,0.1824,0.44331,1.12466,0.99817,1,0.995,0.8635,0.94421,0.94595,0.9324,0.9324,0.54263,0.4596,0.0285,0.30125,0.98034,0.00089516,0.00089516,0.00089516
281,1335.29,0.63601,0.20876,0.19664,0.47649,1.08747,0.99838,1,0.995,0.87424,0.94442,0.94595,0.93091,0.93091,0.5343,0.46888,0.02843,0.30083,0.97928,0.0008912,0.0008912,0.0008912
282,1339.47,0.59916,0.19697,0.16917,0.45012,1.09273,0.9985,1,0.995,0.87245,0.94453,0.94595,0.93486,0.91451,0.53497,0.47741,0.01998,0.30315,1.00062,0.00088724,0.00088724,0.00088724
283,1343.92,0.61039,0.22145,0.17123,0.44548,1.10813,0.99848,1,0.995,0.86529,0.94451,0.94595,0.93003,0.92627,0.53591,0.48735,0.01496,0.30139,1.00709,0.00088328,0.00088328,0.00088328
284,1348.22,0.54957,0.18977,0.17911,0.43972,1.08433,0.99847,1,0.995,0.89175,0.97148,0.97297,0.97654,0.96288,0.53395,0.34529,0.00894,0.30203,1.00238,0.00087932,0.00087932,0.00087932
285,1353.39,0.59008,0.19359,0.19822,0.41134,1.11709,0.99848,1,0.995,0.89264,0.97147,0.97297,0.9775,0.97196,0.54094,0.31251,0.00752,0.29866,1.00091,0.00087536,0.00087536,0.00087536
286,1358.24,0.59905,0.19241,0.18712,0.45496,1.09217,0.99847,1,0.995,0.8658,0.97149,0.97297,0.97296,0.9653,0.57967,0.31051,0.00735,0.3103,1.01394,0.0008714,0.0008714,0.0008714
287,1362.28,0.56996,0.17039,0.15658,0.41237,1.07278,0.99842,1,0.995,0.86639,0.97143,0.97297,0.97195,0.96411,0.59051,0.31057,0.00779,0.31964,1.02213,0.00086744,0.00086744,0.00086744
288,1366.37,0.61282,0.30856,0.22845,0.45236,1.08826,0.99832,1,0.995,0.85852,0.97134,0.97297,0.97019,0.9674,0.61723,0.29371,0.01009,0.34612,1.05289,0.00086348,0.00086348,0.00086348
289,1371.27,0.61385,0.32017,0.17855,0.44973,1.13023,0.99829,1,0.995,0.86904,0.97131,0.97297,0.97177,0.96897,0.60109,0.28187,0.01114,0.34031,1.04201,0.00085952,0.00085952,0.00085952
290,1375.34,0.55971,0.16358,0.22758,0.42298,1.12907,0.99402,1,0.995,0.86943,0.94014,0.94595,0.9465,0.94387,0.58021,0.44558,0.01165,0.33435,1.0149,0.00085556,0.00085556,0.00085556
291,1381.96,0.59535,0.19165,0.17652,0.41547,1.0636,0.98425,1,0.995,0.87429,0.92994,0.94595,0.94768,0.94502,0.5898,0.48608,0.0116,0.3379,1.0185,0.0008516,0.0008516,0.0008516
292,1386.43,0.57941,0.25712,0.17759,0.42947,1.07285,0.99459,1,0.995,0.87772,0.94069,0.94595,0.95079,0.94847,0.58238,0.48389,0.01187,0.32042,1.02594,0.00084764,0.00084764,0.00084764
293,1390.8,0.55209,0.18514,0.18141,0.40923,1.06313,0.99506,1,0.995,0.88005,0.94102,0.94595,0.96033,0.95077,0.56947,0.47738,0.01328,0.30803,1.02596,0.00084368,0.00084368,0.00084368
294,1395.3,0.58831,0.13929,0.18636,0.44336,1.08281,0.99846,1,0.995,0.87474,0.94446,0.94595,0.96907,0.95541,0.57811,0.47747,0.0163,0.29674,1.02631,0.00083972,0.00083972,0.00083972
295,1399.76,0.56827,0.13234,0.19628,0.44771,1.08736,0.99844,1,0.995,0.86776,0.94447,0.94595,0.97211,0.957,0.58807,0.47873,0.01701,0.29085,1.02435,0.00083576,0.00083576,0.00083576
296,1404.61,0.55774,0.21957,0.17401,0.40931,1.07533,0.99842,1,0.995,0.8786,0.94728,0.97135,0.97082,0.95453,0.57747,0.47232,0.02389,0.30166,1.00963,0.0008318,0.0008318,0.0008318
297,1411,0.63408,0.16599,0.1906,0.45578,1.12868,0.99842,1,0.995,0.87963,0.94728,0.97135,0.97347,0.95728,0.56671,0.46539,0.02569,0.3073,1.00555,0.00082784,0.00082784,0.00082784
298,1415.08,0.59556,0.14367,0.17869,0.43087,1.09096,0.99833,1,0.995,0.87366,0.91738,0.91892,0.94967,0.93612,0.60542,0.56179,0.02131,0.32088,1.03967,0.00082388,0.00082388,0.00082388
299,1419.43,0.52486,0.13725,0.19493,0.3808,1.05558,0.99827,1,0.995,0.87139,0.9173,0.91892,0.93464,0.93464,0.61623,0.60542,0.01637,0.32344,1.0394,0.00081992,0.00081992,0.00081992
300,1424.48,0.59312,0.12538,0.21143,0.4472,1.11558,0.99804,1,0.995,0.86771,0.94409,0.94595,0.95638,0.93495,0.57707,0.64295,0.01195,0.30668,1.00878,0.00081596,0.00081596,0.00081596
301,1428.51,0.56454,0.15789,0.19452,0.40317,1.09328,0.99799,1,0.995,0.88672,0.91707,0.91892,0.9318,0.92993,0.55699,0.65715,0.01172,0.29437,1.00306,0.000812,0.000812,0.000812
302,1433.1,0.60931,0.22969,0.18358,0.41301,1.0762,0.99777,1,0.995,0.87551,0.91687,0.91892,0.93217,0.93056,0.56254,0.67719,0.01182,0.30476,1.01115,0.00080804,0.00080804,0.00080804
303,1437.31,0.53368,0.15072,0.1635,0.39901,1.05081,0.99772,1,0.995,0.88412,0.91682,0.91892,0.93162,0.93162,0.56247,0.67769,0.01884,0.31117,1.00727,0.00080408,0.00080408,0.00080408
304,1441.88,0.62703,0.21567,0.20839,0.45746,1.12481,0.99808,1,0.995,0.88214,0.91712,0.91892,0.92937,0.92937,0.56987,0.67815,0.0295,0.30811,0.99994,0.00080012,0.00080012,0.00080012
305,1446.33,0.57515,0.17729,0.21656,0.45066,1.09824,0.99832,1,0.995,0.87221,0.91735,0.91892,0.92892,0.92733,0.57118,0.68675,0.03721,0.3081,1.00263,0.00079616,0.00079616,0.00079616
306,1450.49,0.54667,0.18661,0.18366,0.40193,1.06479,0.99825,1,0.995,0.87825,0.91731,0.91892,0.92698,0.92698,0.57059,0.67847,0.03707,0.30372,1.00852,0.0007922,0.0007922,0.0007922
307,1454.61,0.63181,0.16894,0.21784,0.46787,1.13251,0.99764,1,0.995,0.88341,0.91675,0.91892,0.92588,0.92588,0.56883,0.66849,0.03832,0.29855,1.00699,0.00078824,0.00078824,0.00078824
308,1459.14,0.58512,0.15756,0.22434,0.43807,1.08793,0.99673,1,0.995,0.87469,0.91591,0.91892,0.922,0.91788,0.5529,0.65779,0.04461,0.29625,1.00275,0.00078428,0.00078428,0.00078428
309,1463.34,0.56611,0.19514,0.17721,0.43041,1.09255,0.99685,1,0.995,0.88381,0.91603,0.91892,0.9212,0.91299,0.54835,0.66288,0.04666,0.29652,1.00588,0.00078032,0.00078032,0.00078032
310,1467.56,0.56914,0.15376,0.20288,0.45998,1.07707,0.99742,1,0.995,0.88515,0.94351,0.94595,0.94451,0.90594,0.56064,0.60497,0.03537,0.30772,1.0278,0.00077636,0.00077636,0.00077636
311,1472.16,0.55844,0.17411,0.18182,0.40466,1.0804,0.99772,1,0.995,0.88067,0.94379,0.94595,0.94448,0.91037,0.56262,0.60794,0.02905,0.30908,1.02797,0.0007724,0.0007724,0.0007724
312,1476.47,0.59334,0.15495,0.16012,0.45176,1.08505,0.99833,1,0.995,0.87884,0.94437,0.94595,0.94099,0.90753,0.57526,0.642,0.01838,0.29669,1.02608,0.00076844,0.00076844,0.00076844
313,1480.51,0.54396,0.14604,0.21885,0.40574,1.05451,0.99847,1,0.995,0.88085,0.94449,0.94595,0.94145,0.9071,0.58399,0.6645,0.01459,0.29584,1.02605,0.00076448,0.00076448,0.00076448
314,1485.01,0.54323,0.14079,0.17956,0.39585,1.04886,0.99828,1,0.995,0.89134,0.94432,0.94595,0.94706,0.93275,0.56023,0.56741,0.00941,0.30086,1.02074,0.00076052,0.00076052,0.00076052
315,1489.22,0.56633,0.15235,0.16668,0.43878,1.09468,0.99765,1,0.995,0.88949,0.94372,0.94595,0.95314,0.94531,0.56142,0.49699,0.00948,0.29528,1.02715,0.00075656,0.00075656,0.00075656
316,1493.68,0.58153,0.22656,0.19003,0.42223,1.12545,0.99644,1,0.995,0.8796,0.96951,0.97297,0.97857,0.97857,0.56389,0.29474,0.00942,0.29806,1.02499,0.0007526,0.0007526,0.0007526
317,1498.15,0.53935,0.22153,0.18776,0.421,1.07153,0.99659,1,0.995,0.88197,0.96958,0.97297,0.97516,0.97516,0.55324,0.29361,0.00929,0.29341,1.01533,0.00074864,0.00074864,0.00074864
318,1502.42,0.52183,0.15062,0.15991,0.39404,1.0567,0.99763,1,0.995,0.88504,0.97067,0.97297,0.97569,0.97569,0.5674,0.29806,0.0089,0.29441,1.01417,0.00074468,0.00074468,0.00074468
319,1506.43,0.51376,0.14746,0.13512,0.38383,1.03481,0.99792,1,0.995,0.87881,0.97095,0.97297,0.97502,0.97125,0.57144,0.33557,0.00908,0.30043,1.01718,0.00074072,0.00074072,0.00074072
320,1510.87,0.59488,0.10212,0.15819,0.52094,1.13149,0.99822,1,0.995,0.89146,0.97124,0.97297,0.97718,0.95655,0.54636,0.40525,0.00918,0.29533,1.01031,0.00073676,0.00073676,0.00073676
321,1515.13,0.50193,0.16632,0.16798,0.39351,1.04785,0.99833,1,0.995,0.89266,0.97135,0.97297,0.97827,0.95444,0.53718,0.41497,0.00963,0.2855,1.01549,0.0007328,0.0007328,0.0007328
322,1519.25,0.59503,0.12373,0.19522,0.41893,1.11485,0.99841,1,0.995,0.88178,0.97143,0.97297,0.98002,0.94564,0.55456,0.55499,0.01121,0.29431,1.02518,0.00072884,0.00072884,0.00072884
323,1523.65,0.55226,0.12034,0.16557,0.39486,1.05887,0.99844,1,0.995,0.86591,0.91748,0.91892,0.93132,0.9294,0.55872,0.62852,0.01173,0.29831,1.03251,0.00072488,0.00072488,0.00072488
324,1527.95,0.57117,0.12493,0.20166,0.40838,1.08825,0.99828,1,0.995,0.86633,0.91733,0.91892,0.92798,0.92294,0.55224,0.68992,0.01305,0.29207,1.03575,0.00072092,0.00072092,0.00072092
325,1531.95,0.52365,0.1497,0.19141,0.40227,1.05277,0.99821,1,0.995,0.86864,0.91727,0.91892,0.92658,0.92399,0.5461,0.68234,0.01359,0.29341,1.0329,0.00071696,0.00071696,0.00071696
326,1536.92,0.53336,0.25587,0.17661,0.40686,1.07177,0.99838,1,0.995,0.87909,0.91743,0.91892,0.92319,0.92319,0.5521,0.66518,0.01366,0.29096,1.02319,0.000713,0.000713,0.000713
327,1541.06,0.57132,0.13202,0.15865,0.42483,1.09444,0.9984,1,0.995,0.87422,0.91742,0.91892,0.92287,0.92287,0.56827,0.66976,0.01409,0.29675,1.02371,0.00070904,0.00070904,0.00070904
328,1545.26,0.52895,0.11784,0.17123,0.40122,1.07322,0.99821,1,0.995,0.87225,0.91724,0.91892,0.92411,0.92411,0.57539,0.65005,0.01516,0.29957,1.01861,0.00070508,0.00070508,0.00070508
329,1549.72,0.52581,0.12559,0.19453,0.37789,1.05205,0.99815,1,0.995,0.87273,0.91722,0.91892,0.91811,0.91811,0.57082,0.63619,0.01559,0.29915,1.01784,0.00070112,0.00070112,0.00070112
330,1553.95,0.49953,0.11599,0.16235,0.39132,1.04589,0.99835,1,0.995,0.86053,0.9174,0.91892,0.91994,0.91994,0.58088,0.65329,0.01528,0.29456,1.02933,0.00069716,0.00069716,0.00069716
331,1558.03,0.59057,0.12123,0.15931,0.41429,1.12143,0.99839,1,0.995,0.86628,0.91741,0.91892,0.91928,0.91928,0.5749,0.66291,0.0164,0.29163,1.03102,0.0006932,0.0006932,0.0006932
332,1562.56,0.51744,0.11477,0.16714,0.39631,1.05305,0.99844,1,0.995,0.88431,0.91749,0.91892,0.90751,0.90751,0.54779,0.67011,0.01934,0.28434,1.01943,0.00068924,0.00068924,0.00068924
333,1566.73,0.57428,0.22739,0.13395,0.43573,1.07895,0.9985,1,0.995,0.87275,0.91754,0.91892,0.90865,0.90865,0.55302,0.6643,0.02027,0.28668,1.02152,0.00068528,0.00068528,0.00068528
334,1570.99,0.49572,0.12278,0.12004,0.41009,1.02484,0.99845,1,0.995,0.87636,0.94448,0.94595,0.9414,0.91705,0.57708,0.61979,0.02285,0.29478,1.02202,0.00068132,0.00068132,0.00068132
335,1575.45,0.56253,0.13361,0.17737,0.38811,1.08118,0.99849,1,0.995,0.87514,0.94448,0.94595,0.94095,0.9245,0.57849,0.59214,0.02424,0.30287,1.017,0.00067736,0.00067736,0.00067736
336,1579.69,0.55579,0.13888,0.16918,0.4093,1.0753,0.99853,1,0.995,0.87483,0.94453,0.94595,0.93244,0.92681,0.55401,0.53832,0.02014,0.30252,1.00802,0.0006734,0.0006734,0.0006734
337,1583.74,0.52092,0.13848,0.15328,0.40978,1.07426,0.99851,1,0.995,0.88362,0.94454,0.94595,0.93056,0.92323,0.54532,0.50182,0.01753,0.30063,1.01301,0.00066944,0.00066944,0.00066944
338,1588.17,0.59757,0.11569,0.16922,0.44376,1.12191,0.99812,1,0.995,0.88,0.94417,0.94595,0.92623,0.91695,0.53834,0.47596,0.01675,0.28558,1.01509,0.00066548,0.00066548,0.00066548
339,1592.45,0.56925,0.20169,0.18816,0.42903,1.06196,0.99818,1,0.995,0.87976,0.94423,0.94595,0.92444,0.90325,0.53855,0.50642,0.01779,0.28374,1.01081,0.00066152,0.00066152,0.00066152
340,1596.48,0.52934,0.14443,0.15212,0.39718,1.04153,0.99847,1,0.995,0.87417,0.91751,0.91892,0.89075,0.89075,0.55009,0.60649,0.0181,0.28339,1.01029,0.00065756,0.00065756,0.00065756
341,1600.81,0.55794,0.12632,0.13783,0.4077,1.06241,0.99846,1,0.995,0.87916,0.9175,0.91892,0.89056,0.89056,0.55133,0.63659,0.01836,0.28324,1.01213,0.0006536,0.0006536,0.0006536
342,1605.26,0.52216,0.13325,0.20847,0.41054,1.08007,0.99848,1,0.995,0.88291,0.91752,0.91892,0.89255,0.89255,0.55264,0.60927,0.01506,0.28413,1.00915,0.00064964,0.00064964,0.00064964
343,1609.45,0.5261,0.14166,0.17522,0.40262,1.06209,0.99848,1,0.995,0.88419,0.91752,0.91892,0.89938,0.89938,0.55158,0.55954,0.01423,0.28562,1.00271,0.00064568,0.00064568,0.00064568
344,1614.69,0.52729,0.14611,0.18526,0.39496,1.08456,0.9985,1,0.995,0.89314,0.94453,0.94595,0.94167,0.93965,0.55056,0.38947,0.01244,0.27744,0.99184,0.00064172,0.00064172,0.00064172
345,1618.83,0.56398,0.15494,0.1708,0.43112,1.09778,0.9985,1,0.995,0.89265,0.97151,0.97297,0.96958,0.94885,0.55216,0.3595,0.01195,0.2759,0.99256,0.00063776,0.00063776,0.00063776
346,1623.4,0.59216,0.0997,0.19011,0.41447,1.13081,0.99846,1,0.995,0.88769,0.97148,0.97297,0.97321,0.95921,0.54426,0.33335,0.0123,0.28025,0.99565,0.0006338,0.0006338,0.0006338
347,1627.92,0.53721,0.09989,0.16536,0.40219,1.10063,0.99832,1,0.995,0.87848,0.94436,0.94595,0.94903,0.94903,0.54203,0.3569,0.01375,0.28253,0.9978,0.00062984,0.00062984,0.00062984
348,1631.93,0.51841,0.13183,0.16023,0.40783,1.08169,0.99775,1,0.995,0.86968,0.94382,0.94595,0.95243,0.95243,0.55939,0.47254,0.02836,0.28983,1.0108,0.00062588,0.00062588,0.00062588
349,1636.5,0.53501,0.1194,0.17084,0.41546,1.06835,0.99733,1,0.995,0.8697,0.94342,0.94595,0.95392,0.95392,0.5641,0.47585,0.03643,0.29092,1.01339,0.00062192,0.00062192,0.00062192
350,1641.03,0.55256,0.14884,0.17313,0.40774,1.06512,0.99676,1,0.995,0.87091,0.94282,0.94595,0.95334,0.95334,0.56689,0.47393,0.04504,0.29314,1.02033,0.00061796,0.00061796,0.00061796
351,1645.03,0.53237,0.18916,0.17013,0.44304,1.08011,0.99626,1,0.995,0.87295,0.94241,0.94595,0.95263,0.95263,0.56789,0.46883,0.04299,0.29391,1.02228,0.000614,0.000614,0.000614
352,1649.42,0.53772,0.11082,0.15045,0.39663,1.07134,0.99753,1,0.995,0.8796,0.94361,0.94595,0.95335,0.94878,0.56523,0.46083,0.03539,0.28982,1.01607,0.00061004,0.00061004,0.00061004
353,1653.85,0.50175,0.12698,0.1367,0.41671,1.0647,0.99814,1,0.995,0.87989,0.94419,0.94595,0.95283,0.94847,0.577,0.47986,0.03288,0.28903,1.01393,0.00060608,0.00060608,0.00060608
354,1657.86,0.52084,0.19772,0.21547,0.41266,1.07481,0.99808,1,0.995,0.86886,0.94413,0.94595,0.96587,0.94634,0.57431,0.504,0.02936,0.28778,1.00331,0.00060212,0.00060212,0.00060212
355,1662.14,0.58128,0.12037,0.15783,0.41134,1.1012,0.99778,1,0.995,0.87676,0.91683,0.91892,0.92163,0.91225,0.56716,0.59185,0.02834,0.2928,1.00299,0.00059816,0.00059816,0.00059816
356,1666.67,0.50619,0.11178,0.15687,0.37913,1.03374,0.99662,1,0.995,0.87948,0.91581,0.91892,0.92628,0.91717,0.55942,0.65229,0.02995,0.29576,1.0151,0.0005942,0.0005942,0.0005942
357,1670.71,0.51522,0.13866,0.13983,0.38662,1.05813,0.99682,1,0.995,0.87817,0.91593,0.91892,0.91005,0.91005,0.55772,0.65726,0.02901,0.29762,1.01753,0.00059024,0.00059024,0.00059024
358,1677.31,0.50358,0.14124,0.16505,0.40467,1.03158,0.99693,1,0.995,0.8557,0.9161,0.91892,0.89975,0.89181,0.56509,0.71571,0.0245,0.29641,1.02418,0.00058628,0.00058628,0.00058628
359,1681.74,0.58324,0.10273,0.15559,0.41467,1.09645,0.99696,1,0.995,0.85716,0.91613,0.91892,0.90373,0.89343,0.57531,0.75841,0.02116,0.29956,1.0318,0.00058232,0.00058232,0.00058232
360,1685.76,0.52717,0.09738,0.13824,0.3987,1.05439,0.99748,1,0.995,0.85226,0.91656,0.91892,0.91169,0.90083,0.58784,0.72833,0.01845,0.30198,1.04447,0.00057836,0.00057836,0.00057836
361,1689.86,0.53636,0.13054,0.17082,0.4052,1.07134,0.99738,1,0.995,0.85956,0.91652,0.91892,0.91506,0.9112,0.58412,0.65099,0.01643,0.30172,1.03847,0.0005744,0.0005744,0.0005744
362,1694.45,0.51101,0.10569,0.16101,0.37866,1.07052,0.99797,1,0.995,0.86397,0.91701,0.91892,0.91782,0.91782,0.57009,0.61943,0.01299,0.28542,1.03025,0.00057044,0.00057044,0.00057044
363,1698.46,0.55399,0.10697,0.16059,0.40127,1.07764,0.99833,1,0.995,0.87424,0.91735,0.91892,0.92039,0.92039,0.56989,0.60375,0.01236,0.28215,1.02671,0.00056648,0.00056648,0.00056648
364,1703.8,0.46583,0.10351,0.12979,0.34983,0.99305,0.99849,1,0.995,0.86983,0.94452,0.94595,0.95498,0.93815,0.56345,0.57845,0.01209,0.284,1.02807,0.00056252,0.00056252,0.00056252
365,1708.11,0.50178,0.13408,0.14474,0.362,1.03975,0.99857,1,0.995,0.87362,0.94456,0.94595,0.95682,0.94405,0.56359,0.58379,0.01264,0.2854,1.03643,0.00055856,0.00055856,0.00055856
366,1712.22,0.70728,0.22696,0.18607,0.45735,1.17971,0.99856,1,0.995,0.87687,0.9176,0.91892,0.92899,0.92899,0.57452,0.62254,0.01357,0.28203,1.04287,0.0005546,0.0005546,0.0005546
367,1716.7,0.55711,0.19197,0.15678,0.39204,1.05324,0.99857,1,0.995,0.87301,0.91757,0.91892,0.92239,0.92239,0.56972,0.64637,0.01541,0.28314,1.03642,0.00055064,0.00055064,0.00055064
368,1721.23,0.48401,0.13118,0.14413,0.37277,1.04065,0.99859,1,0.995,0.85618,0.91759,0.91892,0.91296,0.91296,0.56581,0.66545,0.0189,0.28017,1.03157,0.00054668,0.00054668,0.00054668
369,1725.31,0.47645,0.10775,0.09387,0.35894,0.99399,0.99857,1,0.995,0.85117,0.91758,0.91892,0.91546,0.91546,0.57136,0.65483,0.01756,0.28001,1.03396,0.00054272,0.00054272,0.00054272
